Chromophore,Solvent,Quantum yield
Brc1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1ccc2OCOc2c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)CCCC)C=CC=2,CS(C)=O,
Brc1cc(c2OCOc2c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1cc(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,CS(C)=O,
BrCCOc1ccc(cc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1cc(ccc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(O)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1nc2c(cc1\C=C\c1n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c1)C)cccc2,CS(C)=O,
Clc1cc(ccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)c(OC)c1,CS(C)=O,
Clc1ccc(Oc2ccc(cc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc1,CS(C)=O,
Clc1cccc(F)c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1c(cccc1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)c(OC)c1,CS(C)=O,
Clc1c(cccc1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(ccc1)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cccc(C)c1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(ccc1C)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(Oc2ccc(cc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)ccc1,CS(C)=O,
Clc1cccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,CS(C)=O,
Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)ccc1F,CS(C)=O,
Clc1cc(cc(OC)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(F)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1cc(ccc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=1CCCCC=1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1Oc1cc(OC)ccc1)C=CC=2,CS(C)=O,
Clc1cc(Oc2cc(ccc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)ccc1Cl,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(cc3)C)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cc(OC)c1OC)cccc3)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1C(F)(F)F)C(F)(F)F)C=CC=2,CS(C)=O,
Ic1cc(ccc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)cc1F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(cc3)C=O)cc1)C=CC=2,CS(C)=O,
Ic1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)cc1,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)c(O)c1)C=CC=2,CS(C)=O,
Clc1cc(Oc2cc(ccc2)\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc(Cl)c1,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(C(C)(C)C)c1O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)c(C)c1C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccccc3)c(F)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(F)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(O)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc([N+](=O)[O-])c1O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCC)cc1OCC)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OCC)c1OCC)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)ccc1O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)-c1ccccc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1OCC)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(F)cc3)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)ccc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1F)C(F)(F)F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(C(C)(C)C)c1OC)C(C)(C)C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(F)F)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(F)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCc3ccccc3)cc(OCc3ccccc3)c1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3OC(F)(F)Oc3cc1)C=CC=2,CS(C)=O,
S(C)c1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(OC)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)c(F)cc1F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\[C@@H](C)c1ccccc1)C=CC=2,CS(C)=O,
s1ccc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1C=O,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(c3c1cccc3)C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1Oc1ccc(F)cc1)C=CC=2,CS(C)=O,
Brc1c(O)c(cc(Br)c1OC)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(cc1C)C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC(F)(F)C(F)F)ccc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC(F)(F)F)ccc1O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)c(C)c1OC)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1F)C(F)(F)F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(C)c1C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(OC)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]ccn1)C=CC=2,CS(C)=O,
Ic1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1c(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(F)ccc1C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(N3CCCCC3)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(N3CCCC3)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C#N)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(c1)C)C)C=CC=2,CS(C)=O,
Ic1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
S(C(F)(F)F)c1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC(F)(F)F)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(OC)cc(OC)cc1O)C=CC=2,CS(C)=O,
Brc1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc3c(c1)cccc3)C=CC=2,CS(C)=O,
s1cc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1C)C)C=CC=2,CS(C)=O,
Clc1ccc(cc1)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1c(OC)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1O)C(O)=O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c([nH]c1)cccc3)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C(=C\[C@@H](CC=C)CC)\CC)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(N(C)C)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCc3ccc(F)cc3)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c([nH]c1C)cccc3)C=CC=2,CS(C)=O,
s1c(C)c(cc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C,CS(C)=O,
S(=O)(=O)(C)c1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1nc(ccc1)C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C=O)C=CC=2,CS(C)=O,
Clc1cc(cc(Cl)c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1ccccc1-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1cc(F)c(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1c(O)c(OC)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1Br,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(O)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cc(OC)cc1OC)C(OC)=O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C(=C\c1ccccc1)\C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)B(O)O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1B(O)O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1F)C=CC=2,CS(C)=O,
Clc1ccc(Cl)cc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Clc1c(cc(Cl)cc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
Brc1cc(cc(Br)c1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]ccc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C1CCCCC1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(-n3ccnc3)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1occc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C#Cc1ccccc1)C=CC=2,CS(C)=O,
s1cccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)c(cc1)-c1ccccc1)C=CC=2,CS(C)=O,
Brc1cc(Cl)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)-c1ccc([N+](=O)[O-])cc1)C=CC=2,CS(C)=O,
Brc1ccc(cc1)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCC)cc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(n(nc1C)C)C)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C(O)=O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3ncccc3ccc1)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccc(cc3)C(C)(C)C)ccc1)C=CC=2,CS(C)=O,
Clc1ccc(cc1F)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ccc(cc1)C(OC)=O)C=CC=2,CS(C)=O,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(c4c(c1)cccc4)cccc3)C=CC=2,CS(C)=O,
Brc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=C(C=C3C)C)[B-]2(F)F)cc1,CCO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1ccc(cc1)C#C)C(=CC=2C)C,CCO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1ccc(cc1)CO)C(=CC=2C)C,CO,
ClCc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=C(C=C3C)C)[B-]2(F)F)cc1,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1ccccc1)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1ccc(OC)cc1)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1cc(OC)ccc1)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1cc(OC)c(OC)c(OC)c1)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1c(noc1C)C)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1oc(C(OC)=O)c(n1)C)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1c3c(ccc1)cccc3)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\c1ccc(cc1)C(OC)=O)C(=CC=2C)C,CO,
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3)\C=C\C=C\c1ccccc1)C(=CC=2C)C,CO,
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C(B(N6)O3)=CC7=C6C=CC=C7)=C2,ClCCl,0.79
CC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(C)C=C6)C4=CC7=C5C=CC=C7,ClCCl,0.77
CC1=CC(C(C2=C3)=C(C4=CC(C)=CC=C4)C5=CC6=CC=CC=C6NB5OB2NC7=C3C=CC=C7)=CC=C1,ClCCl,0.79
COC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(OC)C=C6)C4=CC7=C5C=CC=C7,ClCCl,0.69
FC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(F)C=C6)C4=CC7=C5C=CC=C7,ClCCl,0.73
ClC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(Cl)C=C6)C4=CC7=C5C=CC=C7,ClCCl,0.7
FC(C(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(OC)C=C6)C4=CC7=C5C=CC=C7)(F)F,ClCCl,0.71
C12=CC=CC=C1N(C3=CC=CC=C3)B4C(C(C5=CC=CC=C5)=C(C6=CC=CC=C6)C(B(N7C8=CC=CC=C8)O4)=CC9=C7C=CC=C9)=C2,ClCCl,0.68
C12=CC=CC=C1N(CC3=CC=CC=C3)B4C(C(C5=CC=CC=C5)=C(C6=CC=CC=C6)C(B(N7CC8=CC=CC=C8)O4)=CC9=C7C=CC=C9)=C2,ClCCl,0.69
CCCCN1B2OB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C2=CC6=C1C=CC=C6)=CC7=CC=CC=C7N3CCCC,ClCCl,0.78
FC1=CC=C(C=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C(B(N4CC5=CC=CC=C5)O6)=CC7=C4C=C(F)C=C7)B6N8CC9=CC=CC=C9)C8=C1,ClCCl,0.75
CC1=CC=C(C=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C(B(N4CC5=CC=CC=C5)O6)=CC7=C4C=C(C)C=C7)B6N8CC9=CC=CC=C9)C8=C1,ClCCl,0.68
BrC1=CC=C2C(C=C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(B(N5)O6)=CC7=C5C=CC(Br)=C7)B6N2)=C1,ClCCl,0.24
BrC1=CC=C2C(C=C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(B(N5)O6)=CC7=C5C=CC(C8=CC=C(OC)C=C8)=C7)B6N2)=C1,ClCCl,0.57
COC(C=C1)=CC=C1C2=CC(C=C3C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=CC7=CC(C8=CC=C(OC)C=C8)=CC=C7NB6OB3N9)=C9C=C2,ClCCl,0.65
C12=C(C3=CC=CC=C3)C=C(C=C(C=C(C4=CC=CC=C4)C5=C6C(N7)=CC=C5)C6=C8B7N9)C8=C1C9=CC=C2,ClCCl,0.56
CCCCCCN1B2C3=C4C(C=C(C5=CC=CC=C5)C6=C4C(N2CCCCCC)=CC=C6)=CC7=CC(C8=CC=CC=C8)=C9C(C1=CC=C9)=C73,ClCCl,0.49
CCCCCCCCCCCCN1B2C3=C4C(C=C(C5=CC=CC=C5)C6=C4C(N2CCCCCCCCCCCC)=CC=C6)=CC7=CC(C8=CC=CC=C8)=C9C(C1=CC=C9)=C73,ClCCl,0.43
C12=CC=CC(C3=CC=CC=C3N4C5=C6C=CC=C5)=C1B4N6C7=CC=CC=C72,ClCCl,0.22
C12=CC=CC(C3=CC=CC=C3N4C(C=CC=C5)=C5C6=C7C=CC=C6)=C1B4N7C8=CC=CC=C82,ClCCl,0.23
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C=CC=C6)=C2,ClCCl,0.56
CC(O1)(C)C(C)(C)OB1C2=CC3=C(C=C2)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=CC7=CC=CC=C7NB63,ClCCl,0.83
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C2,ClCCl,0.62
C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(N4)C(C=C5B4C6=C(C=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C6)C(C9=CC=CC=C9)=C5C%10=CC=CC=C%10)=C1,ClCCl,0.84
CC([Si](C#CC1=CC2=C(C=C1)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=CC6=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=C6NB52)(C(C)C)C(C)C)C,ClCCl,0.52
C1(C2=C(C=C3)C(C(C3=CC=C4)=C4C=C5)=C5C=C2)=CC=C(N6)C(C=C7B6C8=C(C=CC(C9=C%10C(C(C%11=CC=C%12)=C%12C=C%10)=C(C=C%11)C=C9)=C8)C(C%13=CC=CC=C%13)=C7C%14=CC=CC=C%14)=C1,ClCCl,0.63
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C=C(C7=CC(B8NC9=CC=CC=C9C=C%108)=C(C(C%11=CC=CC=C%11)=C%10C%12=CC=CC=C%12)C=C7)C=C6)=C2,ClCCl,0.64
C1(C2=CC3=C(C=C2)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=CC7=CC=CC=C7NB63)=CC=C(N8)C(C=C9B8C%10=C(C=CC(C%11=CC(B%12NC%13=CC=CC=C%13C=C%14%12)=C(C(C%15=CC=CC=C%15)=C%14C%16=CC=CC=C%16)C=C%11)=C%10)C(C%17=CC=CC=C%17)=C9C%18=CC=CC=C%18)=C1,ClCCl,0.6
C12=CC=CC=C1C=CC3=C2C=CB4C=CC=CN34,C1CCCCC1,0.19
BrC(B1C=C2)=CC=CN1C3=C2C4=CC=CC=C4C=C3,C1CCCCC1,0.01
C12=CC=CC=C1C=CC3=C2C=CB4C(C5=CC=CC=C5)=CC=CN34,C1CCCCC1,0.1
C12=CC=CC=C1C=CC3=C2C=CB4C(C#CC5=CC=CC=C5)=CC=CN34,C1CCCCC1,0.68
C12=CC=CC=C1C=CC3=C2C=CB4C(N5CCOCC5)=CC=CN34,C1CCCCC1,0.16
C12=C3C(N(B(C4=CC=CC=C4)C=C5)CCN3B(C6=CC=CC=C6)C=C2)=C5C=C1,ClCCl,0.19
C12=C3C(N(B(C4=CC=CC=C4)C(C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C=C2)=C6C=C1,ClCCl,0.21
C12=C3C(N(B(C4=CC=CC=C4)C(C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C(C8=CC=CC=C8)=C2)=C6C=C1,ClCCl,0.6
C12=C3C(N(B(C4=CC=CC=C4)C(/C=C/C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C=C2)=C6C=C1,ClCCl,0.74
C12=C3C(N(B(C4=CC=CC=C4)C(/C=C/C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C(/C=C/C8=CC=CC=C8)=C2)=C6C=C1,ClCCl,0.88
CCCCCCC1=CC2=C(S1)C3=C(C=CC=C3)N(B2C4=C5SC(CCCCCC)=C4)C6=C5C=CC=C6,C1CCOC1,
CCCCCCC1=CC2=C(S1)C3=C(C=C(C(SC(CCCCCC)=C4)=C4B5N6C7=C(C=CC=C7)C8=C5C=C(CCCCCC)S8)C6=C3)N(B2C9=C%10SC(CCCCCC)=C9)C%11=C%10C=CC=C%11,C1CCOC1,
