Chromophore,Solvent,Quantum yield
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CC(C)=O,0.63
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C1COCCO1,0.77
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CC(C)=O,0.55
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CO,0.65
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,c1ccncc1,0.03
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CC#N ,0.88
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CN(C)C=O,0.49
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CS(C)=O,0.72
CNC1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,O,0.0087
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CCCCCC,0.66
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C1CCCCC1,0.82
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,Cc1ccccc1,0.62
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C1CCOC1,0.85
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,ClC(Cl)Cl,0.19
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CC(C)=O,0.54
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,C1COCCO1,0.74
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CC(C)=O,0.54
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CO,0.15
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,c1ccncc1,0.63
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CC#N ,0.89
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CN(C)C=O,0.86
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,CS(C)=O,0.76
CN(C)C1=CC=C(C2=CC=C([N+]#[C-])C=C2)C=C1,O,0.016
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,Cc1ccccc1,0.65
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CCCCO,0.68
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CCCCO,0.6
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CC#N ,0.54
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CCCCO,0.53
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CCO,0.45
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CO,0.17
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,Cc1ccccc1,0.69
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,C1CCOC1,0.72
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CN(C)C=O,0.62
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CC#N ,0.56
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CCCCO,0.53
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CCO,0.5
O=C(C(C=C1)=CC=C1C2=CC=C(NC(C=CC(C3=CC=C(C(OC)=O)C=C3)=C4)=C4[Si]5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C2)OC,CO,0.25
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,Cc1ccccc1,0.63
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,C1CCOC1,0.58
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,CN(C)C=O,0.69
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,CC#N ,0.58
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,CCCCO,0.63
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,CCO,0.62
C1(C2=CC=CC=C2)=CC=C(NC(C=CC(C3=CC=CC=C3)=C4)=C4C5(C6=CC=CC=C6)C7=CC=CC=C7)C5=C1,CO,0.57
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,C1COCCO1,0.58
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,ClCCl,0.86
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CCOC(C)=O,0.67
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CN(C)C=O,0.81
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CS(C)=O,0.85
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CC#N ,0.76
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CC(C)=O,0.75
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CCCCO,0.76
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CCO,0.7
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,CO,0.63
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,CCOC(C)=O,0.59
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,CS(C)=O,0.75
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,CN(C)C=O,0.74
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,CCO,0.64
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,CO,0.57
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,O,0.04
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,O,0.005
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,O,0.01
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,O,0.01
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,O,0.07
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,O,0.13
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,CCO,0.48
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,CCO,0.11
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,CCO,0.06
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,CCO,0.12
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,CCO,0.01
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,CCO,0.71
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,CCO,0.5
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,CC#N ,0.6
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,CC#N ,0.12
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,CC#N ,0.77
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,CC#N ,0.18
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,CC#N ,0.01
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,CC#N ,0.55
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,CC#N ,0.55
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,CS(C)=O,0.9
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,CS(C)=O,0.18
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,CS(C)=O,0.85
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,CS(C)=O,0.19
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,CS(C)=O,0.02
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,CS(C)=O,0.72
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,CS(C)=O,0.75
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,ClC(Cl)Cl,0.62
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,ClC(Cl)Cl,0.34
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,ClC(Cl)Cl,0.72
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,ClC(Cl)Cl,0.45
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,ClC(Cl)Cl,0.04
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,ClC(Cl)Cl,0.54
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,ClC(Cl)Cl,0.02
CN(C)C1=CC=C(C(C=CC(C=O)=C2)=C2C3(C)C)C3=C1,C1COCCO1,0.8
CN(C)C1=CC=C(C(C=CC(C(C#C)=O)=C2)=C2C3(C)C)C3=C1,C1COCCO1,0.48
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,C1COCCO1,0.52
CN(C)C1=CC=C(C(C=CC(/C=C(C#N)/C#N)=C2)=C2C3(C)C)C3=C1,C1COCCO1,0.3
CN(C)C1=CC=C(C(C=CC(C2=CC3=NSN=C3C=C2)=C4)=C4C5(C)C)C5=C1,C1COCCO1,0.34
CN(C)C1=CC=C(C(C=CC(C(CCC(NCCCC)=O)=O)=C2)=C2C3(C)C)C3=C1,C1COCCO1,0.73
CN(C)C1=CC=C(C(C=CC(C=C)=C2)=C2C3(C)C)C3=C1,C1COCCO1,0.34
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,O,0.02
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,O,0.02
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,O,0.03
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,O,0.05
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,O,0.16
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,O,0.05
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,O,0.03
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,CCO,0.45
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,CCO,0.38
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,CCO,0.45
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,CCO,0.44
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,CCO,0.33
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,CCO,0.41
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,CCO,0.44
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,CC#N ,0.52
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,CC#N ,0.64
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,CC#N ,0.54
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,CC#N ,0.61
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,CC#N ,0.49
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,CC#N ,0.61
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,CC#N ,0.6
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,CS(C)=O,0.84
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,CS(C)=O,0.93
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,CS(C)=O,0.77
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,CS(C)=O,0.84
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,CS(C)=O,0.64
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,CS(C)=O,0.78
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,CS(C)=O,0.84
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,ClC(Cl)Cl,0.62
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,ClC(Cl)Cl,0.65
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,ClC(Cl)Cl,0.62
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,ClC(Cl)Cl,0.48
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,ClC(Cl)Cl,0.46
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,ClC(Cl)Cl,0.68
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,ClC(Cl)Cl,0.58
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCCC4)C=C31,C1COCCO1,0.71
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCCC4)C=C31,C1COCCO1,0.87
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCCC4)C=C31,C1COCCO1,0.6
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCC4)C=C31,C1COCCO1,0.66
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CC4C)C=C31,C1COCCO1,0.11
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCOCC4)C=C31,C1COCCO1,0.65
CC1(C)C2=C(C=CC(C=O)=C2)C3=CC=C(N4CCN(C(OC(C)(C)C)=O)CC4)C=C31,C1COCCO1,0.62
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,C1CCCCC1,0.46
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,Cc1ccccc1,0.93
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,C1COCCO1,0.72
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CCOC(C)=O,0.16
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,ClC(Cl)Cl,0.75
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CC(C)=O,0.021
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CS(C)=O,0.035
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CC#N ,0.011
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CCO,0.044
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,CO,0.016
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,OCCO,0.072
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,OCC(O)CO,0.36
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CCCCCC,0.55
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,Cc1ccccc1,0.84
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,C1COCCO1,0.86
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CCOC(C)=O,0.88
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CC(C)=O,0.88
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CS(C)=O,0.8
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CC#N ,0.85
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CCO,0.62
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,CO,0.46
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CCCCCC,0.94
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,Cc1ccccc1,0.96
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,C1COCCO1,0.96
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CCOC(C)=O,0.94
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CC(C)=O,0.95
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CS(C)=O,0.91
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CC#N ,0.93
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CCO,0.64
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,CO,0.5
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CCCCCC,0.93
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,Cc1ccccc1,0.94
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,C1COCCO1,0.92
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CCOC(C)=O,0.93
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CC(C)=O,0.9
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CS(C)=O,0.75
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CC#N ,0.88
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CCO,0.87
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4N6CCCCC6,CO,0.83
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CCCCCC,0.94
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,Cc1ccccc1,0.93
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,C1COCCO1,0.95
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CCOC(C)=O,0.87
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CC(C)=O,0.53
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CS(C)=O,0.086
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CC#N ,0.41
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CCO,0.29
O=CC1=CC(N2CCCCC2)=C3C4=C1C=CC5=C4C(C=C3)=C(C=O)C=C5N6CCCCC6,CO,0.18
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CCCCCC,0.93
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,Cc1ccccc1,0.94
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,C1COCCO1,0.96
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CCOC(C)=O,0.88
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CC(C)=O,0.93
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CS(C)=O,0.065
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CC#N ,0.4
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CCO,0.25
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5C=O,CO,0.18
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CCCCCC,0.94
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,Cc1ccccc1,0.91
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,C1COCCO1,0.59
O=CC1=CC(C=O)=C(C=C2)C3=C1C=CC4=C3C2=C(N5CCCCC5)C=C4C=O,CCOC(C)=O,0.041
